,bracket_pricing,quantity,diameter,wall,length,end_a_1x,end_a_2x,end_x_1x,end_x_2x,num_boss,other,end_a_forming,end_x_forming,no_of_components,total_component_weight,SP-0019,SP-0035,SP-0039,SP-0046,SP-0048,cost
77,1.0,1.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.49140622
78,1.0,2.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.92668718
79,1.0,5.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.187299344
80,1.0,10.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.273242712
81,1.0,25.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.127034381
82,1.0,50.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.809879648
83,1.0,100.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.667994636
84,1.0,250.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.584532864
85,1.0,1.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.49140622
86,1.0,2.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.92668718
87,1.0,5.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.187299344
88,1.0,10.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.273242712
89,1.0,25.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.127034381
90,1.0,50.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.809879648
91,1.0,100.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.667994636
92,1.0,250.0,6.35,0.71,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.584532864
93,1.0,1.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.59712446
94,1.0,2.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,12.03240542
95,1.0,5.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.293017588
96,1.0,10.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.378960957
97,1.0,25.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.232752625
98,1.0,50.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.915597892
99,1.0,100.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.77371288
100,1.0,250.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.690251109
101,1.0,1.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.56373976
102,1.0,2.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.99902072
103,1.0,5.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.259632879
104,1.0,10.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.345576248
105,1.0,25.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.199367916
106,1.0,50.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.882213184
107,1.0,100.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.743110231
108,1.0,250.0,6.35,0.71,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.6568664
109,1.0,1.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.19094384
110,1.0,2.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.6262248
111,1.0,5.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,5.886836966
112,1.0,10.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.975562393
113,1.0,25.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.826572002
114,1.0,50.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.512199329
115,1.0,100.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.370314317
116,1.0,250.0,6.35,0.71,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.286852545
117,1.0,1.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.21598237
118,1.0,2.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.65126333
119,1.0,5.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,5.911875497
120,1.0,10.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.000600925
121,1.0,25.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.851610534
122,1.0,50.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.53723786
123,1.0,100.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.395352849
124,1.0,250.0,6.35,0.71,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.309109018
125,1.0,1.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.53870122
126,1.0,2.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.97398218
127,1.0,5.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.234594348
128,1.0,10.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.320537716
129,1.0,25.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.174329385
130,1.0,50.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.857174652
131,1.0,100.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.718071699
132,1.0,250.0,6.35,0.71,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.631827868
133,1.0,1.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.57208593
134,1.0,2.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,12.00736689
135,1.0,5.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.267979057
136,1.0,10.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.353922425
137,1.0,25.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.207714093
138,1.0,50.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.890559361
139,1.0,100.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.751456408
140,1.0,250.0,6.35,0.71,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.665212577
141,1.0,1.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.59712446
142,1.0,2.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,12.03240542
143,1.0,5.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.293017588
144,1.0,10.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.378960957
145,1.0,25.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.232752625
146,1.0,50.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.915597892
147,1.0,100.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.77371288
148,1.0,250.0,6.35,0.71,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.690251109
149,1.0,1.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,21.38012386
150,1.0,2.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,11.81540482
151,1.0,5.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,6.078799041
152,1.0,10.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,4.164742409
153,1.0,25.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,3.018534077
154,1.0,50.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.701379345
155,1.0,100.0,6.35,0.71,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.018,0.0,0.0,1.0,0.0,0.0,2.559494333
