,tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,end_a_forming,end_x_forming,no_of_components,total_component_weight
20,TA-00012,S-0066,11/8/2013,0,0,Yes,25,4.050677988,SP-0039,6.35,0.71,207,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
21,TA-00012,S-0066,11/8/2013,0,0,Yes,50,3.736305314,SP-0039,6.35,0.71,207,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
22,TA-00012,S-0066,11/8/2013,0,0,Yes,100,3.594420302,SP-0039,6.35,0.71,207,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
23,TA-00012,S-0066,11/8/2013,0,0,Yes,250,3.510958531,SP-0039,6.35,0.71,207,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
24,TA-00022,S-0013,27/7/2011,1,1,No,1,8.563177779,SP-0039,12.7,0.89,101,6,25.4,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
25,TA-00024,S-0066,1/8/2013,0,0,Yes,1,20.93499441,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
26,TA-00024,S-0066,1/8/2013,0,0,Yes,2,11.37027537,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
27,TA-00024,S-0066,1/8/2013,0,0,Yes,5,5.633669592,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
28,TA-00024,S-0066,1/8/2013,0,0,Yes,10,3.71961296,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
29,TA-00024,S-0066,1/8/2013,0,0,Yes,25,2.573404628,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
30,TA-00024,S-0066,1/8/2013,0,0,Yes,50,2.256249896,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
31,TA-00024,S-0066,1/8/2013,0,0,Yes,100,2.114364884,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
32,TA-00024,S-0066,1/8/2013,0,0,Yes,250,2.030903112,SP-0039,9.52,0.71,99,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
33,TA-00025,S-0066,1/8/2013,0,0,Yes,1,20.78198116,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
34,TA-00025,S-0066,1/8/2013,0,0,Yes,2,11.21726212,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
35,TA-00025,S-0066,1/8/2013,0,0,Yes,5,5.477874284,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
36,TA-00025,S-0066,1/8/2013,0,0,Yes,10,3.566599712,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
37,TA-00025,S-0066,1/8/2013,0,0,Yes,25,2.417609321,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
38,TA-00025,S-0066,1/8/2013,0,0,Yes,50,2.103236648,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
39,TA-00025,S-0066,1/8/2013,0,0,Yes,100,1.961351636,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
40,TA-00025,S-0066,1/8/2013,0,0,Yes,250,1.877889864,SP-0039,9.52,0.71,65,3,31.75,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.028
41,TA-00058,S-0072,29/7/2014,2,0,Yes,2,11.91555894,SP-0019,6.35,0.71,50,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
42,TA-00058,S-0072,29/7/2014,2,0,Yes,4,8.646639551,SP-0019,6.35,0.71,50,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
43,TA-00058,S-0072,29/7/2014,2,0,Yes,6,7.227789432,SP-0019,6.35,0.71,50,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
44,TA-00058,S-0072,29/7/2014,2,0,Yes,8,6.451594954,SP-0019,6.35,0.71,50,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
45,TA-00061,S-0066,1/6/2013,0,0,Yes,1,21.32170062,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
46,TA-00061,S-0066,1/6/2013,0,0,Yes,2,11.75698158,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
47,TA-00061,S-0066,1/6/2013,0,0,Yes,5,6.020375801,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
48,TA-00061,S-0066,1/6/2013,0,0,Yes,10,4.106319169,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
49,TA-00061,S-0066,1/6/2013,0,0,Yes,25,2.957328778,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
50,TA-00061,S-0066,1/6/2013,0,0,Yes,50,2.642956105,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
51,TA-00061,S-0066,1/6/2013,0,0,Yes,100,2.501071093,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
52,TA-00061,S-0066,1/6/2013,0,0,Yes,250,2.417609321,SP-0039,6.35,0.71,107,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
53,TA-00076,S-0066,11/8/2013,0,0,Yes,1,22.50685778,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
54,TA-00076,S-0066,11/8/2013,0,0,Yes,2,12.94213874,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
55,TA-00076,S-0066,11/8/2013,0,0,Yes,5,7.2027509,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
56,TA-00076,S-0066,11/8/2013,0,0,Yes,10,5.291476327,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
57,TA-00076,S-0066,11/8/2013,0,0,Yes,25,4.142485937,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
58,TA-00076,S-0066,11/8/2013,0,0,Yes,50,3.825331204,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
59,TA-00076,S-0066,11/8/2013,0,0,Yes,100,3.686228251,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
60,TA-00076,S-0066,11/8/2013,0,0,Yes,250,3.59998442,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
61,TA-00078,S-0066,1/6/2013,0,0,Yes,1,21.60547064,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
62,TA-00078,S-0066,1/6/2013,0,0,Yes,2,12.0407516,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
63,TA-00078,S-0066,1/6/2013,0,0,Yes,5,6.301363765,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
64,TA-00078,S-0066,1/6/2013,0,0,Yes,10,4.387307134,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
65,TA-00078,S-0066,1/6/2013,0,0,Yes,25,3.241098802,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
66,TA-00078,S-0066,1/6/2013,0,0,Yes,50,2.923944069,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
67,TA-00078,S-0066,1/6/2013,0,0,Yes,100,2.782059058,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
68,TA-00078,S-0066,1/6/2013,0,0,Yes,250,2.698597286,SP-0039,6.35,0.71,133,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
69,TA-00080,S-0066,11/8/2013,0,0,Yes,1,21.53870122,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
70,TA-00080,S-0066,11/8/2013,0,0,Yes,2,11.97398218,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
71,TA-00080,S-0066,11/8/2013,0,0,Yes,5,6.234594348,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
72,TA-00080,S-0066,11/8/2013,0,0,Yes,10,4.320537716,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
73,TA-00080,S-0066,11/8/2013,0,0,Yes,25,3.174329385,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
74,TA-00080,S-0066,11/8/2013,0,0,Yes,50,2.857174652,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
75,TA-00080,S-0066,11/8/2013,0,0,Yes,100,2.718071699,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
76,TA-00080,S-0066,11/8/2013,0,0,Yes,250,2.631827868,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
77,TA-00082,S-0066,11/8/2013,0,0,Yes,1,21.49140622,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
78,TA-00082,S-0066,11/8/2013,0,0,Yes,2,11.92668718,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
79,TA-00082,S-0066,11/8/2013,0,0,Yes,5,6.187299344,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
80,TA-00082,S-0066,11/8/2013,0,0,Yes,10,4.273242712,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
81,TA-00082,S-0066,11/8/2013,0,0,Yes,25,3.127034381,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
82,TA-00082,S-0066,11/8/2013,0,0,Yes,50,2.809879648,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
83,TA-00082,S-0066,11/8/2013,0,0,Yes,100,2.667994636,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
84,TA-00082,S-0066,11/8/2013,0,0,Yes,250,2.584532864,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
85,TA-00083,S-0066,1/6/2013,0,0,Yes,1,21.49140622,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
86,TA-00083,S-0066,1/6/2013,0,0,Yes,2,11.92668718,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
87,TA-00083,S-0066,1/6/2013,0,0,Yes,5,6.187299344,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
88,TA-00083,S-0066,1/6/2013,0,0,Yes,10,4.273242712,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
89,TA-00083,S-0066,1/6/2013,0,0,Yes,25,3.127034381,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
90,TA-00083,S-0066,1/6/2013,0,0,Yes,50,2.809879648,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
91,TA-00083,S-0066,1/6/2013,0,0,Yes,100,2.667994636,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
92,TA-00083,S-0066,1/6/2013,0,0,Yes,250,2.584532864,SP-0039,6.35,0.71,103,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
93,TA-00084,S-0066,11/8/2013,0,0,Yes,1,21.59712446,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
94,TA-00084,S-0066,11/8/2013,0,0,Yes,2,12.03240542,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
95,TA-00084,S-0066,11/8/2013,0,0,Yes,5,6.293017588,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
96,TA-00084,S-0066,11/8/2013,0,0,Yes,10,4.378960957,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
97,TA-00084,S-0066,11/8/2013,0,0,Yes,25,3.232752625,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
98,TA-00084,S-0066,11/8/2013,0,0,Yes,50,2.915597892,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
99,TA-00084,S-0066,11/8/2013,0,0,Yes,100,2.77371288,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
100,TA-00084,S-0066,11/8/2013,0,0,Yes,250,2.690251109,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
101,TA-00085,S-0066,1/6/2013,0,0,Yes,1,21.56373976,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
102,TA-00085,S-0066,1/6/2013,0,0,Yes,2,11.99902072,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
103,TA-00085,S-0066,1/6/2013,0,0,Yes,5,6.259632879,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
104,TA-00085,S-0066,1/6/2013,0,0,Yes,10,4.345576248,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
105,TA-00085,S-0066,1/6/2013,0,0,Yes,25,3.199367916,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
106,TA-00085,S-0066,1/6/2013,0,0,Yes,50,2.882213184,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
107,TA-00085,S-0066,1/6/2013,0,0,Yes,100,2.743110231,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
108,TA-00085,S-0066,1/6/2013,0,0,Yes,250,2.6568664,SP-0039,6.35,0.71,128,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
109,TA-00086,S-0066,11/8/2013,0,0,Yes,1,21.19094384,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
110,TA-00086,S-0066,11/8/2013,0,0,Yes,2,11.6262248,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
111,TA-00086,S-0066,11/8/2013,0,0,Yes,5,5.886836966,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
112,TA-00086,S-0066,11/8/2013,0,0,Yes,10,3.975562393,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
113,TA-00086,S-0066,11/8/2013,0,0,Yes,25,2.826572002,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
114,TA-00086,S-0066,11/8/2013,0,0,Yes,50,2.512199329,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
115,TA-00086,S-0066,11/8/2013,0,0,Yes,100,2.370314317,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
116,TA-00086,S-0066,11/8/2013,0,0,Yes,250,2.286852545,SP-0039,6.35,0.71,83,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
117,TA-00087,S-0066,1/6/2013,0,0,Yes,1,21.21598237,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
118,TA-00087,S-0066,1/6/2013,0,0,Yes,2,11.65126333,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
119,TA-00087,S-0066,1/6/2013,0,0,Yes,5,5.911875497,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
120,TA-00087,S-0066,1/6/2013,0,0,Yes,10,4.000600925,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
121,TA-00087,S-0066,1/6/2013,0,0,Yes,25,2.851610534,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
122,TA-00087,S-0066,1/6/2013,0,0,Yes,50,2.53723786,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
123,TA-00087,S-0066,1/6/2013,0,0,Yes,100,2.395352849,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
124,TA-00087,S-0066,1/6/2013,0,0,Yes,250,2.309109018,SP-0039,6.35,0.71,86,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
125,TA-00091,S-0066,1/6/2013,0,0,Yes,1,21.53870122,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
126,TA-00091,S-0066,1/6/2013,0,0,Yes,2,11.97398218,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
127,TA-00091,S-0066,1/6/2013,0,0,Yes,5,6.234594348,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
128,TA-00091,S-0066,1/6/2013,0,0,Yes,10,4.320537716,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
129,TA-00091,S-0066,1/6/2013,0,0,Yes,25,3.174329385,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
130,TA-00091,S-0066,1/6/2013,0,0,Yes,50,2.857174652,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
131,TA-00091,S-0066,1/6/2013,0,0,Yes,100,2.718071699,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
132,TA-00091,S-0066,1/6/2013,0,0,Yes,250,2.631827868,SP-0039,6.35,0.71,125,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
133,TA-00092,S-0066,1/6/2013,0,0,Yes,1,21.57208593,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
134,TA-00092,S-0066,1/6/2013,0,0,Yes,2,12.00736689,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
135,TA-00092,S-0066,1/6/2013,0,0,Yes,5,6.267979057,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
136,TA-00092,S-0066,1/6/2013,0,0,Yes,10,4.353922425,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
137,TA-00092,S-0066,1/6/2013,0,0,Yes,25,3.207714093,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
138,TA-00092,S-0066,1/6/2013,0,0,Yes,50,2.890559361,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
139,TA-00092,S-0066,1/6/2013,0,0,Yes,100,2.751456408,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
140,TA-00092,S-0066,1/6/2013,0,0,Yes,250,2.665212577,SP-0039,6.35,0.71,129,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
141,TA-00093,S-0066,1/6/2013,0,0,Yes,1,21.59712446,SP-0039,6.35,0.71,132,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes,2,0.018
