,annual_usage,min_order_quantity,bracket_pricing,quantity,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,num_boss,num_bracket,other,end_a_forming,end_x_forming,no_of_components,total_component_weight,cost
41,2.0,0.0,1.0,2.0,6.35,0.71,50,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.91555894
42,2.0,0.0,1.0,4.0,6.35,0.71,50,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,8.646639551
43,2.0,0.0,1.0,6.0,6.35,0.71,50,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,7.227789432
44,2.0,0.0,1.0,8.0,6.35,0.71,50,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.451594954
45,0.0,0.0,1.0,1.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.32170062
46,0.0,0.0,1.0,2.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.75698158
47,0.0,0.0,1.0,5.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.020375801
48,0.0,0.0,1.0,10.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.106319169
49,0.0,0.0,1.0,25.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.957328778
50,0.0,0.0,1.0,50.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.642956105
51,0.0,0.0,1.0,100.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.501071093
52,0.0,0.0,1.0,250.0,6.35,0.71,107,3.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.417609321
53,0.0,0.0,1.0,1.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,22.50685778
54,0.0,0.0,1.0,2.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.94213874
55,0.0,0.0,1.0,5.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,7.2027509
56,0.0,0.0,1.0,10.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.291476327
57,0.0,0.0,1.0,25.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.142485937
58,0.0,0.0,1.0,50.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.825331204
59,0.0,0.0,1.0,100.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.686228251
60,0.0,0.0,1.0,250.0,6.35,0.71,218,7.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.59998442
61,0.0,0.0,1.0,1.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.60547064
62,0.0,0.0,1.0,2.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.0407516
63,0.0,0.0,1.0,5.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.301363765
64,0.0,0.0,1.0,10.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.387307134
65,0.0,0.0,1.0,25.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.241098802
66,0.0,0.0,1.0,50.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.923944069
67,0.0,0.0,1.0,100.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.782059058
68,0.0,0.0,1.0,250.0,6.35,0.71,133,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.698597286
69,0.0,0.0,1.0,1.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.53870122
70,0.0,0.0,1.0,2.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.97398218
71,0.0,0.0,1.0,5.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.234594348
72,0.0,0.0,1.0,10.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.320537716
73,0.0,0.0,1.0,25.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.174329385
74,0.0,0.0,1.0,50.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.857174652
75,0.0,0.0,1.0,100.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.718071699
76,0.0,0.0,1.0,250.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.631827868
77,0.0,0.0,1.0,1.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.49140622
78,0.0,0.0,1.0,2.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.92668718
79,0.0,0.0,1.0,5.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.187299344
80,0.0,0.0,1.0,10.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.273242712
81,0.0,0.0,1.0,25.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.127034381
82,0.0,0.0,1.0,50.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.809879648
83,0.0,0.0,1.0,100.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.667994636
84,0.0,0.0,1.0,250.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.584532864
85,0.0,0.0,1.0,1.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.49140622
86,0.0,0.0,1.0,2.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.92668718
87,0.0,0.0,1.0,5.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.187299344
88,0.0,0.0,1.0,10.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.273242712
89,0.0,0.0,1.0,25.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.127034381
90,0.0,0.0,1.0,50.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.809879648
91,0.0,0.0,1.0,100.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.667994636
92,0.0,0.0,1.0,250.0,6.35,0.71,103,6.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.584532864
93,0.0,0.0,1.0,1.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.59712446
94,0.0,0.0,1.0,2.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.03240542
95,0.0,0.0,1.0,5.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.293017588
96,0.0,0.0,1.0,10.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.378960957
97,0.0,0.0,1.0,25.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.232752625
98,0.0,0.0,1.0,50.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.915597892
99,0.0,0.0,1.0,100.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.77371288
100,0.0,0.0,1.0,250.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.690251109
101,0.0,0.0,1.0,1.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.56373976
102,0.0,0.0,1.0,2.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.99902072
103,0.0,0.0,1.0,5.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.259632879
104,0.0,0.0,1.0,10.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.345576248
105,0.0,0.0,1.0,25.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.199367916
106,0.0,0.0,1.0,50.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.882213184
107,0.0,0.0,1.0,100.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.743110231
108,0.0,0.0,1.0,250.0,6.35,0.71,128,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.6568664
109,0.0,0.0,1.0,1.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.19094384
110,0.0,0.0,1.0,2.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.6262248
111,0.0,0.0,1.0,5.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.886836966
112,0.0,0.0,1.0,10.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.975562393
113,0.0,0.0,1.0,25.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.826572002
114,0.0,0.0,1.0,50.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.512199329
115,0.0,0.0,1.0,100.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.370314317
116,0.0,0.0,1.0,250.0,6.35,0.71,83,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.286852545
117,0.0,0.0,1.0,1.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.21598237
118,0.0,0.0,1.0,2.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.65126333
119,0.0,0.0,1.0,5.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,5.911875497
120,0.0,0.0,1.0,10.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.000600925
121,0.0,0.0,1.0,25.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.851610534
122,0.0,0.0,1.0,50.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.53723786
123,0.0,0.0,1.0,100.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.395352849
124,0.0,0.0,1.0,250.0,6.35,0.71,86,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.309109018
125,0.0,0.0,1.0,1.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.53870122
126,0.0,0.0,1.0,2.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.97398218
127,0.0,0.0,1.0,5.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.234594348
128,0.0,0.0,1.0,10.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.320537716
129,0.0,0.0,1.0,25.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.174329385
130,0.0,0.0,1.0,50.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.857174652
131,0.0,0.0,1.0,100.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.718071699
132,0.0,0.0,1.0,250.0,6.35,0.71,125,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.631827868
133,0.0,0.0,1.0,1.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.57208593
134,0.0,0.0,1.0,2.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.00736689
135,0.0,0.0,1.0,5.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.267979057
136,0.0,0.0,1.0,10.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.353922425
137,0.0,0.0,1.0,25.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.207714093
138,0.0,0.0,1.0,50.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.890559361
139,0.0,0.0,1.0,100.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.751456408
140,0.0,0.0,1.0,250.0,6.35,0.71,129,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.665212577
141,0.0,0.0,1.0,1.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.59712446
142,0.0,0.0,1.0,2.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.03240542
143,0.0,0.0,1.0,5.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.293017588
144,0.0,0.0,1.0,10.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.378960957
145,0.0,0.0,1.0,25.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.232752625
146,0.0,0.0,1.0,50.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.915597892
147,0.0,0.0,1.0,100.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.77371288
148,0.0,0.0,1.0,250.0,6.35,0.71,132,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.690251109
149,0.0,0.0,1.0,1.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.38012386
150,0.0,0.0,1.0,2.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,11.81540482
151,0.0,0.0,1.0,5.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.078799041
152,0.0,0.0,1.0,10.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,4.164742409
153,0.0,0.0,1.0,25.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,3.018534077
154,0.0,0.0,1.0,50.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.701379345
155,0.0,0.0,1.0,100.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.559494333
156,0.0,0.0,1.0,250.0,6.35,0.71,106,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,2.476032561
157,0.0,0.0,1.0,1.0,6.35,0.71,180,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,21.99217685
158,0.0,0.0,1.0,2.0,6.35,0.71,180,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,12.42745781
159,0.0,0.0,1.0,5.0,6.35,0.71,180,4.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.018,6.688069974
